smiles,ic50_nm,dg_bind
C=CC(=O)N1CC[C@H](N2C(=O)N(c3ccccc3)Cc3cnc(Nc4ccc(N5CCN(C)CC5)c(Cl)c4)nc32)C1,35.6,-10.564452315032499
C=CC(=O)N1CC[C@H](N2C(=O)N(c3ccccc3)Cc3cnc(Nc4ccc(N5CCN(C)CC5)c(F)c4)nc32)C1,17.1,-11.016122896416482
C=CC(=O)N1CC[C@H](N2C(=O)N(c3ccccc3)Cc3cnc(Nc4ccc(N5CCN(C)CC5)c(OC)c4)nc32)C1,7.2,-11.548935367985106
C=CC(=O)N1CC[C@H](N2C(=O)N(c3ccccc3)Cc3cnc(Nc4ccc(N5CCN(C)CC5)cc4)nc32)C1,29.1,-10.6886364644358
C=CC(=O)N1CC[C@H](N2C(=O)N(c3ccccc3)Cc3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)C1,15.2,-11.088673712889745
C=CC(=O)N1CC[C@H](N2C(=O)N(c3ccccc3)Cc3cnc(Nc4cccc(N5CCN(C)CC5)c4)nc32)C1,97.9,-9.941336501465907
C=CC(=O)N1CC[C@H](N2C(=O)N(c3ccccc3)Cc3cnc(Nc4ccccc4)nc32)C1,235.4,-9.400921600156803
C=CC(=O)N1CC[C@H](N2C(=O)N(c3ccccc3Cl)Cc3cnc(Nc4ccc(N5CCN(C)CC5)c(C)c4)nc32)C1,0.5,-13.19186792639339
C=CC(=O)N1CC[C@H](Nc2cncc(-c3cnc(Nc4cccc(C)n4)nc3)c2)C1,16100.0,-6.798270731421318
C=CC(=O)N1CC[C@H](Nc2cncc(-c3cnc(Nc4cccc(Cl)c4)nc3)c2)C1,1370.0,-8.31602606696999
C=CC(=O)N1CC[C@H](Nc2cncc(-c3cnc(Nc4cccc(Cl)c4)nc3)n2)C1,639.0,-8.785802710820953
C=CC(=O)N1CC[C@H](Nc2cncc(-c3cnc(Nc4cccc(OC(F)(F)F)c4)nc3)n2)C1,22200.0,-6.60037619120893
C=CC(=O)N1CC[C@H](Nc2cncc(-c3cnc(Nc4cccc(OC(F)F)c4)nc3)c2)C1,8650.0,-7.180948223467511
C=CC(=O)N1CC[C@H](Nc2cncc(-c3cnc(Nc4cccc(OC(F)F)c4)nc3)n2)C1,1460.0,-8.276834547078655
C=CC(=O)N1CC[C@H](Nc2cncc(-c3cnc(Nc4ccccc4OC(F)(F)F)nc3)n2)C1,15200.0,-6.833703693695117
C=CC(=O)N1CC[C@H](Nc2cncc(-c3cnc(Oc4cccc(Cl)c4)nc3)c2)C1,5180.0,-7.4967894678777665
C=CC(=O)N1CC[C@H](Nc2cncc(-c3cnc(Oc4cccc(OC(F)F)c4)nc3)c2)C1,28500.0,-6.4464996177507174
C=CC(=O)N1CC[C@H](Nc2nc(Nc3ccc(N4CCN(C)CC4)cc3)c3ncn(C(C)C)c3n2)C1,280.0,-9.294048705719721
C=CC(=O)N1CC[C@H](Nc2nc(Nc3ccccc3)nc3cnc(Nc4ccc(N5CCN(C)CC5)cn4)cc23)C1,10.8,-11.29918102534372
C=CC(=O)N1CC[C@H](Oc2cc3c(N[C@H](C)c4ccccc4)ncnc3cc2OC)C1,19.5,-10.935223859226914
C=CC(=O)N1CC[C@H](Oc2cc3c(Nc4ccc(Br)c(Cl)c4F)ncnc3cc2OC)C1,9.0,-11.411485634682093
C=CC(=O)N1CC[C@H](Oc2cc3c(Nc4ccc(Cl)c(Cl)c4F)ncnc3cc2OC)C1,4.15,-11.888318016940465
C=CC(=O)N1CC[C@H](Oc2cc3c(Nc4ccc(F)c(Cl)c4F)ncnc3cc2OC)C1,2.15,-12.29340483086117
C=CC(=O)N1CC[C@H](Oc2cc3c(Nc4ccc(F)c(Cl)c4F)ncnc3cc2OC)C[C@H]1C(=O)NCCN(C)C,6.6,-11.602531765869408
C=CC(=O)N1CC[C@H](Oc2cc3c(Nc4ccc(F)c(Cl)c4F)ncnc3cc2OC)C[C@H]1C(=O)NCCO,1.8,-12.402851105604125
C=CC(=O)N1CC[C@H](Oc2cc3c(Nc4ccc(F)c(Cl)c4F)ncnc3cc2OC)C[C@H]1C(=O)NCCOC,3.8,-11.942589450508764
C=CC(=O)N1CC[C@H](Oc2cc3c(Nc4ccc(F)c(Cl)c4F)ncnc3cc2OC)C[C@H]1C(=O)NCCS(C)(=O)=O,3.0,-12.088197846132987
C=CC(=O)N1CC[C@H](Oc2cc3c(Nc4ccc(F)c(Cl)c4F)ncnc3cc2OC)C[C@H]1C(=O)NCCSC,1.4,-12.557653253992315
C=CC(=O)N1CC[C@H](Oc2cc3c(Nc4ccc(F)c(Cl)c4F)ncnc3cc2OC)C[C@H]1C(N)=O,1.0499999999999998,-12.734856780160438
C=CC(=O)N1CC[C@H](Oc2cc3c(Nc4ccc(OCc5ccccn5)c(Cl)c4)ncnc3cc2OC)C1,7.5,-11.523790244020464
C=CC(=O)N1CC[C@H](Oc2ccc3ncnc(Nc4ccc(F)c(Cl)c4F)c3c2)C1,31.5,-10.639821228978
C=CC(=O)N1CC[C@H](Oc2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)C1,27.5,-10.723470904285747
C=CC(=O)N1CC[C@H](n2c(=O)cc(C)c3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)C1,91.8,-9.980964470614921
C=CC(=O)N1CC[C@H](n2cc(-c3ccncc3)c(-c3cc(F)cc(OCc4ccc5c(c4)CN(C)C5=O)c3)n2)C1,540.0,-8.889492214690145
C=CC(=O)N1CC[C@H](n2cc(-c3ccncc3)c(-c3cc(OCc4ccc5c(c4)CN(C)C5=O)ccc3F)n2)C1,2250.0,-8.010431353106483
C=CC(=O)N1CC[C@H](n2cc(-c3ccncc3)c(-c3ccc(F)c(OCc4ccc5c(c4)CN(C)C5=O)c3)n2)C1,2391.0,-7.972991789638579
C=CC(=O)N1CC[C@H](n2cc(-c3ccncc3)c(-c3cccc(/C=C/c4cc5n(n4)CCOC5)c3)n2)C1,1430.0,-8.289623310951146
C=CC(=O)N1CC[C@H](n2cc(-c3ccncc3)c(-c3cccc(/C=C/c4ccc5c(c4)CN(C)C5=O)c3)n2)C1,220.0,-9.442597297857217
C=CC(=O)N1CC[C@H](n2cc(-c3ccncc3)c(-c3cccc(/C=C/c4ncc(C5CC5)o4)c3)n2)C1,89.0,-10.000044712919978
C=CC(=O)N1CC[C@H](n2cc(-c3ccncc3)c(-c3cccc(COc4ccc5c(c4)CN(C)C5=O)c3)n2)C1,1935.0,-8.103333728496295
C=CC(=O)N1CC[C@H](n2cc(-c3ccncc3)c(-c3cccc(NC(=O)c4ccc5c(c4)CN(C)C5=O)c3)n2)C1,2900.0,-7.85411016572403
C=CC(=O)N1CC[C@H](n2cc(-c3ccncc3)c(-c3cccc(NC(=O)c4cccc(OC)c4F)c3)n2)C1,119.5,-9.818530672310139
C=CC(=O)N1CC[C@H](n2cc(-c3ccncc3)c(-c3cccc(NC(=O)c4cn(C5CC5)cn4)c3)n2)C1,1155.0,-8.42117854951174
C=CC(=O)N1CC[C@H](n2cc(-c3ccncc3)c(-c3cccc(NC(=O)c4ncc(C5CC5)o4)c3)n2)C1,116.5,-9.834191770150527
C=CC(=O)N1CC[C@H](n2cc(-c3ccncc3)c(-c3cccc(OCc4ccc5c(c4)CN(C)C5=O)c3)n2)C1,225.0,-9.428754692838025
C=CC(=O)N1CC[C@H](n2cc(-c3ccncn3)c(-c3cccc(/C=C/c4ncc(C5CC5)o4)c3)n2)C1,300.0,-9.251551166669902
C=CC(=O)N1CC[C@H](n2cc(-c3cnc4ccccc4c3)c3c(N)ncnc32)C1,111.0,-9.863980739481525
C=CC(=O)N1CC[C@H](n2cc(-c3ncnc4cc(OC)c(OC)cc34)c(-c3cccc(OC)c3)n2)C1,44.0,-10.433962768779253
C=CC(=O)N1CC[C@H](n2nc(-c3cnc4ccccc4c3)c3c(N)ncnc32)C1,741.0,-8.694579912420252
C=CC(=O)N1CCc2c(sc3ncnc(N[C@@H](CO)c4ccccc4)c23)C1,3057.0,-7.821634190978785
C=CC(=O)N1CCc2c(sc3ncnc(N[C@H](C)c4ccccc4)c23)C1,379.5,-9.106753791571006
C=CC(=O)N1CCc2c(sc3ncnc(N[C@H](CC)c4ccccc4)c23)C1,1123.0,-8.438485254233644
C=CC(=O)N1CCc2c(sc3ncnc(N[C@H](CO)c4ccccc4)c23)C1,8.0,-11.484036451155355
C=CC(=O)N1CCc2c(sc3ncnc(Nc4ccc(Br)c(C)c4)c23)C1,4400.0,-7.597316089316166
C=CC(=O)N1CCc2c(sc3ncnc(Nc4ccc(Br)cc4F)c23)C1,3710.0,-7.7023837333480385
C=CC(=O)N1CCc2c(sc3ncnc(Nc4ccc(CC)cc4)c23)C1,3755.0,-7.694957347344696
C=CC(=O)N1CCc2c(sc3ncnc(Nc4cccc(C)c4F)c23)C1,2115.0,-8.048544745534715
C=CC(=O)N1CCc2c(sc3ncnc(Nc4cccc(CC)c4)c23)C1,8730.0,-7.175277573521821
C=CC(=O)N1CCc2cc(OC)c(Nc3ncc(Cl)c(-c4c[nH]c5ccccc45)n3)cc21,2450.0,-7.957976697903105
C=CC(=O)N1CCc2ccc(-n3c(=O)ccc4cnc5ccc(-c6cnn(C)c6)cc5c43)cc21,874.0,-8.592895738591343
C=CC(=O)N1CCc2ccc(N3C(=O)CCc4cnc5ccc(-c6cnn(C)c6)cc5c43)cc21,4310.0,-7.610046117591135
C=CC(=O)N1CCc2ccc(Nc3nc(Nc4ccc(OC)nc4)ncc3F)cc21,550.0,-8.878189695744696
C=CC(=O)N1CCc2ccc(Nc3nc(Nc4ccc(OCCOC)cc4)ncc3F)cc21,550.0,-8.878189695744696
C=CC(=O)N1C[C@@H](COc2nc(Nc3cnn(C)c3)nc3[nH]cc(Cl)c23)[C@H](OC)C1,120.0,-9.815958768782426
C=CC(=O)N1C[C@@H](Nc2cncc(-c3cnc(Oc4cccc(Cl)c4)nc3)n2)[C@@H]1C,194.0,-9.520067467345644
C=CC(=O)N1C[C@@H](n2cc(-c3ccncc3)c(-c3cc(COc4ccc5c(c4)CN(C)C5=O)ccc3F)n2)C[C@H]1C,1145.0,-8.426534844132545
C=CC(=O)N1C[C@@H](n2cc(-c3ccncc3)c(-c3ccc(F)c(COc4ccc5c(c4)CN(C)C5=O)c3)n2)C[C@H]1C,740.5,-8.694995686988856
C=CC(=O)N1C[C@@H](n2cc(-c3ccncc3)c(-c3cccc(COc4ccc5c(c4)CN(C)C5=O)c3)n2)C[C@H]1C,1199.0,-8.398148951381584
C=CC(=O)N1C[C@@H](n2cc(-c3ccncc3)c(-c3cccc(OCc4ccc5c(c4)CN(C)C5=O)c3)n2)C[C@@H]1C,230.0,-9.415216345666462
C=CC(=O)N1C[C@@H](n2cc(-c3ccncc3)c(-c3cccc(OCc4ccc5c(c4)CN(C)C5=O)c3)n2)C[C@H]1C,2285.5,-8.000788587559388
C=CC(=O)N1C[C@@H]2CN(c3nc(Nc4ccc(N5CCN(C)CC5)cc4)c4ncn(C(C)C)c4n3)C[C@@H]2C1,14.0,-11.139329914260772
C=CC(=O)N1C[C@@H]2CN(c3nc(Nc4cnn(C)c4)c4ncn(C(C)C)c4n3)C[C@@H]2C1,427.0,-9.034112808955447
C=CC(=O)N1C[C@@H]2C[C@H]1CN2C(=O)Oc1cc2c(Nc3ccc(Cl)c(Cl)c3F)ncnc2cc1OC,0.3,-13.50652118586453
C=CC(=O)N1C[C@H](CO)[C@@H](COc2nc(Nc3cnn(C)c3)nc3[nH]cc(Cl)c23)C1,710.0,-8.720903793991202
C=CC(=O)N1C[C@H](COC)[C@@H](COc2nc(Nc3cnn(C)c3)nc3[nH]cc(Cl)c23)C1,4554.0,-7.576125842501091
C=CC(=O)N1C[C@H](COc2nc(Nc3cnn(C)c3)nc3[nH]cc(Cl)c23)[C@@H](C(F)(F)F)C1,1754.0,-8.163827176682881
C=CC(=O)N1C[C@H](COc2nc(Nc3cnn(C)c3)nc3[nH]cc(Cl)c23)[C@@H](F)C1,2104.5,-8.051610368641784
C=CC(=O)N1C[C@H](COc2nc(Nc3cnn(C)c3)nc3[nH]cc(Cl)c23)[C@@H](O)C1,210.0,-9.471252231887844
C=CC(=O)N1C[C@H](COc2nc(Nc3cnn(C)c3)nc3[nH]cc(Cl)c23)[C@@H](OC)C1,55.5,-10.290938608291034
C=CC(=O)N1C[C@H](COc2nc(Nc3cnn(C)c3)nc3[nH]ccc23)[C@@H](C(F)(F)F)C1,47.0,-10.393334639358537
C=CC(=O)N1C[C@H](Nc2nc(Nc3cnn(C)c3)c3c(c2F)CNC3=O)CCC1C,1293.0,-8.351657245871781
C=CC(=O)N1C[C@H]2C[C@@H](n3nc(-c4ccc(Oc5ccc6c(c5)ncn6C)c(C)c4)c4c(C)ncnc43)[C@@H]1C2,4167.0,-7.630829901176594
C=CC(=O)N1Cc2ccc(Nc3nc(Nc4ccc(OC)nc4)ncc3F)cc2C1,550.0,-8.878189695744696
C=CC(=O)N1Cc2ccc(Nc3nc(Nc4cccc(OC)c4)ncc3C(F)(F)F)cc2C1,55.0,-10.296513035476238
C=CC(=O)N1Cc2ccc(Nc3ncc(F)c(Nc4cccc(C#N)c4)n3)cc2C1,3275.0,-7.779203820567604
C=CC(=O)N1Cc2nc(-c3cc(-c4c(C(F)F)ccnc4F)c(F)cc3F)n(-c3ccncn3)c2C1,25.785,-10.763135108029907
C=CC(=O)N1Cc2nc(-c3cc(-c4c(Cl)ccc(C(F)F)c4F)c(F)cn3)n(-c3ccncn3)c2C1,32.465,-10.621234309509825
C=CC(=O)N1Cc2nc(-c3cc(-c4c(Cl)ccnc4Cl)c(F)cc3F)n(-c3ccncn3)c2C1,40.87,-10.47941725016588
C=CC(=O)N1Cc2nc(-c3cc(-c4c(F)cccc4C(F)F)c(F)cn3)n(-c3ccncn3)c2C1,135.57,-9.740812665179007
C=CC(=O)N1Cc2nc(-c3cc(-c4c(F)cccc4F)c(F)cn3)n(-c3ccncc3)c2C1,22.535,-10.846120601489718
C=CC(=O)N1Cc2nc(-c3cc(-c4c(F)cccc4F)c(F)cn3)n(-c3ccncn3)c2C1,12.59,-11.204717890266672
C=CC(=O)N1Cc2nc(-c3cc(-c4cc(Cl)cnc4Cl)c(F)cc3F)n(-c3ccncn3)c2C1,25.12,-10.77922953308853
C=CC(=O)N1Cc2nc(-c3cc(-c4ccc(-c5cocn5)cc4F)c(F)cn3)n(-c3ccncn3)c2C1,78.755,-10.075374518900636
C=CC(=O)N1Cc2nc(-c3cc(-c4ccc(-n5cccn5)cc4F)c(F)cn3)n(-c3ccncn3)c2C1,104.305,-9.902300788673179
C=CC(=O)N1Cc2nc(-c3cc(-c4cccc5ccnn45)c(F)cn3)n(-c3ccncn3)c2C1,35.715,-10.562465731245068
C=CC(=O)N1Cc2nc(-c3cc(-c4cccc5ocnc45)c(F)cc3F)n(-c3ccncn3)c2C1,258.52,-9.343213301572563
C=CC(=O)N1Cc2nc(-c3cc(-c4ccccc4F)c(F)cc3F)n(-c3ccncn3)c2C1,57.925,-10.264596004739833
C=CC(=O)N1Cc2nc(-c3cc(-c4ccccc4F)c(F)cn3)n(-c3ccncc3)c2C1,78.755,-10.075374518900636
C=CC(=O)N1Cc2nc(-c3cc(-c4ccccc4F)c(F)cn3)n(-c3ccncn3)c2C1,29.880000000000003,-10.672343327341688
C=CC(=O)N1Cc2nc(-c3cc(-c4cnn(C(F)F)c4C)c(F)cc3F)n(-c3ccncn3)c2C1,31.62,-10.63747913490154
C=CC(=O)N1Cc2nc(-c3cc(F)c(F)c(Oc4cccc(F)n4)c3)n(-c3ccncn3)c2C1,355.19500000000005,-9.147523405975422
C=CC(=O)N1Cc2nc(-c3cc(Oc4cc(Cl)c(F)cn4)c(F)cc3F)n(-c3ccncn3)c2C1,31.62,-10.63747913490154
C=CC(=O)N1Cc2nc(-c3cc(Oc4cc(Cl)ccn4)c(F)cc3F)n(-c3ccncn3)c2C1,23.735,-10.814163402872422
C=CC(=O)N1Cc2nc(-c3cc(Oc4cccc(F)n4)c(F)cc3F)n(-c3ccncc3)c2C1,218.96,-9.445516060380651
C=CC(=O)N1Cc2nc(-c3cc(Oc4cccc(F)n4)c(F)cc3F)n(-c3ccncn3)c2C1,107.69,-9.882628290011837
C=CC(=O)N1Cc2nc(-c3cc(Oc4cccc(F)n4)cc(F)c3F)n(-c3ccncn3)c2C1,115.575,-9.839102038531417
C=CC(=O)N1Cc2nc(-c3cc(Oc4cccc(F)n4)ccc3F)n(-c3ccncn3)c2C1,75.505,-10.101333273945963
C=CC(=O)N1Cc2nc(-c3cc(Oc4nc(F)ccc4F)c(F)cc3F)n(-c3ccncn3)c2C1,15.85,-11.062880540469745
C=CC(=O)N1Cc2nc(-c3cc(Oc4nc(F)ccc4F)ccc3F)n(-c3ccncn3)c2C1,72.92,-10.12279116138913
C=CC(=O)N1Cc2nc(-c3cc(Oc4nccc(Cl)c4F)c(F)cc3F)n(-c3ccncn3)c2C1,173.925,-9.587352326474258
C=CC(=O)N1Cc2nc(-c3ccc(F)c(-c4ccccc4F)c3)n(-c3ccncc3)c2C1,131.315,-9.760455391096524
C=CC(=O)N1Cc2nc(-c3ccc(F)c(Oc4cc(F)ccn4)c3)n(-c3ccncc3)c2C1,394.725,-9.082524782200181
C=CC(=O)N1Cc2nc(-c3ccc(F)c(Oc4cccc(F)n4)c3)n(-c3ccncc3)c2C1,157.145,-9.649845701915147
C=CC(=O)N1Cc2nc(-c3ccc(F)c(Oc4cccc(F)n4)c3)n(-c3ccncn3)c2C1,275.655,-9.30368218045605
C=CC(=O)N1Cc2nc(-c3cccc(-c4ccccc4)c3)n(-c3ccncc3)c2C1,221.06,-9.439636569352809
C=CC(=O)N1Cc2nc(-c3cccc(C#Cc4ccccc4)c3)n(-c3ccncc3)c2C1,300.595,-9.250330702730304
C=CC(=O)N1Cc2nc(-c3cccc(Oc4ccc(Cl)cn4)c3)n(-c3ccncn3)c2C1,131.315,-9.760455391096524
C=CC(=O)N1Cc2nc(-c3cccc(Oc4cccc(F)n4)c3)n(-c3ccncc3)c2C1,208.115,-9.476806260404322
C=CC(=O)N1Cc2nc(-c3cccc(Oc4cccc(F)n4)c3)n(-c3ccncn3)c2C1,183.175,-9.55543411113493
C=CC(=O)N1Cc2nc(-c3cccc(Oc4ccccc4)c3)n(-c3ccncc3)c2C1,230.60500000000002,-9.413598204029649
C=CC(=O)N1Cc2nc(-c3cccc(Oc4nc(F)ccc4Cl)c3)n(-c3ccncn3)c2C1,218.96,-9.445516060380651
C=CC(=O)N1Cc2nc(-c3cccc(Oc4nccc(Cl)c4F)c3)n(-c3ccncn3)c2C1,75.505,-10.101333273945963
C=CC(=O)N1[C@@H]2CC[C@H]1C[C@@H](n1nc(-c3cc(F)c(Oc4ccc5c(c4)ncn5C)c(Cl)c3)c3c(C)ncnc31)C2,4584.0,-7.572081376230576
C=CC(=O)N1[C@@H]2CC[C@H]1C[C@@H](n1nc(-c3ccc(Oc4ccc5c(c4)ncn5C)c(Cl)c3)c3c(C)ncnc31)C2,4588.0,-7.571544114966685
C=CC(=O)NC1(C2CCNc3c(C(N)=O)c(-c4ccc(Oc5ccccc5)cc4)nn32)CC1,3.2,-12.048444053267877
C=CC(=O)NC1=CC=C2N=CN=C(Nc3ccc(OCc4ccccc4)cc3)C21,3.631,-11.97061175788842
C=CC(=O)NC1=CC=C2N=CN=C(Nc3ccc(Oc4ccccc4)cc3)C21,5.754,-11.687027071122152
C=CC(=O)NC1=CC=C2N=CN=C(Nc3cccc(C(F)(F)F)c3)C21,0.912,-12.821650312092425
C=CC(=O)NC1=CC=C2N=CN=C(Nc3cccc(C)c3)C21,0.4169,-13.303827689079819
C=CC(=O)NC1=CC=C2N=CN=C(Nc3cccc(Cl)c3)C21,1.585,-12.481203880201289
C=CC(=O)NC1=NC=C2N=CN=C(Nc3ccc(F)c(Br)c3)C21,0.7244,-12.963505901868587
C=CC(=O)NC1=NC=C2N=CN=C(Nc3ccc(F)c(Cl)c3)C21,0.7762,-12.920963014221236
C=CC(=O)NC1=NC=C2N=CN=C(Nc3cccc(C)c3)C21,0.4786,-13.218812254641621
C=CC(=O)NC1CCC(N2C(=O)N(Cc3ccccc3)Cc3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)CC1,708.5,-8.722206515661124
C=CC(=O)NC1CCC(n2c(NC(=O)c3cccc(C(F)(F)F)c3)nc3cc(C)ccc32)C1,6810.0,-7.328268044133425
C=CC(=O)NC1CCN(c2ncc3ncnc(Nc4ccc(Oc5ccc6c(c5)ncn6C)c(C)c4)c3n2)CC1,579.0,-8.846538570473246
C=CC(=O)NC1CN(c2nc(Nc3ccc(N4CCOCC4)cc3)c3c(c2F)CNC3=O)CC1F,1185.0,-8.405383581526843
C=CC(=O)NC1CN(c2nc(Nc3cnn(C)c3)c3c(c2F)CNC3=O)C1,1124.0,-8.437936994295356
C=CC(=O)NCC(=O)Nc1cccc(Nc2ncc(NC(=O)c3cc(NC(=O)c4cccc(C(F)(F)F)c4)ccc3C)cn2)c1,7.0,-11.566287783070283
C=CC(=O)NCC1CCNc2c(C(N)=O)c(-c3ccc(Oc4ccccc4)cc3)nn21,10.86,-11.295768440437753
C=CC(=O)NCCCSc1nc(-c2ccc(F)cc2)c(-c2ccnc(Nc3ccccc3)c2)[nH]1,22.0,-10.86092063758876
C=CC(=O)NCCCn1c(-c2nc(-c3cnn(C4CCN(C)CC4)c3)cnc2N)nc2ccccc21,200.0,-9.501305509311289
C=CC(=O)NCCCn1c(NC(=O)c2cccc(C(F)(F)F)c2)nc2cc(C)ccc21,287.5,-9.277766612363449
C=CC(=O)NCCCn1nc(C(=O)Nc2nc3ccccc3o2)c2c(N)ncnc21,11.0,-11.287878506398272
C=CC(=O)NCCOc1cc(Cc2ccccc2)cc2[nH]c(-c3n[nH]c4cc(-c5cn[nH]c5)ccc34)cc12,4500.0,-7.583473484296974
C=CC(=O)NCCOc1cc(Cc2ccccc2)cc2[nH]c(-c3n[nH]c4cc(C(F)F)ccc34)cc12,2360.0,-7.981030240910715
C=CC(=O)NCCOc1cc2ncnc(Nc3ccc(Br)cc3F)c2cc1NC(=O)C=C,5.0,-11.77354458666185
C=CC(=O)NCCSc1nc(-c2ccc(F)c(C(F)(F)F)c2)c(-c2ccnc(Nc3ccccc3)c2)[nH]1,144.0,-9.703654159444055
C=CC(=O)NCCSc1nc(-c2ccc(F)cc2)c(-c2ccnc(Nc3ccccc3)c2)[nH]1,2.2,-12.279243977320304
C=CC(=O)NCCSc1nc(-c2ccccc2)c(-c2ccnc(Nc3ccccc3)c2)[nH]1,12.0,-11.234282108513968
C=CC(=O)NCCn1c(-c2nc(-c3cnn(C4CCN(C)CC4)c3)cnc2N)nc2ccccc21,2200.0,-8.024273958125677
C=CC(=O)NCCn1cc(-c2ncnc3cc(OC)c(OC)cc23)c(-c2cccc(OC)c2)n1,170.0,-9.601412294314033
C=CC(=O)NCCn1nc(-c2ccc(Oc3ccccc3)cc2)c2c(N)ncnc21,70.49,-10.143667674545513
C=CC(=O)NCc1cccc(-c2cc3c(-c4[nH]c(-c5ccccc5)nc4-c4ccc(F)cc4)ccnc3[nH]2)c1,34.2,-10.589165027606972
C=CC(=O)NCc1cccc(-c2nc(-c3ccc(F)cc3)c(-c3ccnc4[nH]c(-c5ccccc5)cc34)[nH]2)c1,17.6,-10.998370370891774
C=CC(=O)NCc1cccc(-c2nc(C3CC3)c(-c3ccnc4[nH]c(-c5ccccc5)cc34)[nH]2)c1,4050.0,-7.648372401126726
C=CC(=O)NCc1cccc(Nc2cc(-c3[nH]c(SC)nc3-c3ccc(F)cc3)ccn2)c1,16.0,-11.057078582345845
C=CC(=O)NCc1cccc(Nc2nc(Nc3cccc(OC)c3)ncc2C(F)(F)F)c1,3275.0,-7.779203820567604
C=CC(=O)NCc1cccc(Nc2nc(Nc3ccccc3)ncc2C)c1,55.0,-10.296513035476238
C=CC(=O)NCc1cn(Cc2cccc(Nc3cc(-c4[nH]c(SC)nc4-c4ccc(F)cc4)ccn3)c2)nn1,164.0,-9.623545334037011
C=CC(=O)NCc1coc(-c2c(N)ncnc2Nc2ccc(OCc3ccccn3)c(Cl)c2)n1,3.25,-12.03889393948732
C=CC(=O)N[C@@H]1CCCN(c2nc(Nc3ccccc3)nc3cnc(Nc4ccc(N5CCN(C)CC5)cn4)cc23)C1,6.5,-11.611936070677809
C=CC(=O)N[C@@H]1CCC[C@@H](n2c(NC(=O)c3cccc(C(F)(F)F)c3)nc3cc(C)ccc32)C1,234.5,-9.403281139113538
C=CC(=O)N[C@@H]1CCN(c2nc(Nc3ccccc3)nc3cnc(Nc4ccc(N5CCN(C)CC5)cn4)cc23)C1,4.7,-11.81165797909008
C=CC(=O)N[C@@H]1CN(c2nc(Nc3cn(C)nc3C)c3ncn(C(C)C)c3n2)C[C@H]1F,1788.5,-8.151829075402015
C=CC(=O)N[C@@H]1CN(c2nc(Nc3cn(C)nc3CC)c3ncn(C(C)C)c3n2)C[C@H]1F,7.0,-11.566287783070283
C=CC(=O)N[C@@H]1CN(c2nc(Nc3cn(C)nc3OC)c3nc[nH]c3n2)C[C@H]1F,712.5,-8.71873869510128
C=CC(=O)N[C@@H]1CN(c2nc(Nc3cn(C)nc3OC)c3ncn(C(C)(C)C)c3n2)C[C@H]1F,345.0,-9.165462003025075
C=CC(=O)N[C@@H]1CN(c2nc(Nc3cn(C)nc3OC)c3ncn(C(C)C)c3n2)C[C@H]1F,3.5,-11.993245651879791
C=CC(=O)N[C@@H]1CN(c2nc(Nc3cn(C)nc3OC)c3ncn(C)c3n2)C[C@H]1F,8.5,-11.446693502855085
C=CC(=O)N[C@@H]1CN(c2nc(Nc3cn(C)nc3OC)c3ncn(CC)c3n2)C[C@H]1F,45.5,-10.413313796164209
C=CC(=O)N[C@@H]1CN(c2nc(Nc3cn(C4CCN(C)C4)nc3OC)c3ncn(C(C)C)c3n2)C[C@H]1F,5.0,-11.77354458666185
C=CC(=O)N[C@@H]1CN(c2nc(Nc3cn(CC)nc3OC)c3ncn(C)c3n2)C[C@H]1F,6.0,-11.661239977323477
C=CC(=O)N[C@@H]1CN(c2nc(Nc3cnn(C)c3)c3ncn(C(C)C)c3n2)C[C@H]1F,7.0,-11.566287783070283
C=CC(=O)N[C@@H]1Cn2c(c(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1=C,1.3,-12.603301541599844
C=CC(=O)N[C@H]1C=C(C)c2c(-c3cnc4ccccc4c3)c3c(N)ncnc3n2C1,21.0,-10.889575571619387
C=CC(=O)N[C@H]1CCCN(c2nc(Nc3ccccc3)nc3cnc(Nc4ccc(N5CCN(C)CC5)cn4)cc23)C1,14.2,-11.130592604644777
C=CC(=O)N[C@H]1CCC[C@@H](n2c(NC(=O)c3cccc(C(F)(F)F)c3)nc3cc(C)ccc32)C1,41.4,-10.471480733418247
C=CC(=O)N[C@H]1CCN(c2nc(Nc3ccc(N4CCN(C)CC4)cc3)c3ncn(C(C)C)c3n2)C1,148.0,-9.686777213313402
C=CC(=O)N[C@H]1CCN(c2nc(Nc3ccc(N4CCN(C)CC4)cc3)c3ncn(CCO)c3n2)C1,209.0,-9.474192428401118
C=CC(=O)N[C@H]1CCN(c2nc(Nc3ccccc3)nc3cnc(Nc4ccc(N5CCN(C)CC5)cn4)cc23)C1,14.85,-11.103023080586636
C=CC(=O)N[C@H]1CCN(c2nc(Nc3cnn(C)c3)c3ncn(C(C)C)c3n2)C1,352.0,-9.153089162350723
C=CC(=O)N[C@H]1CC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)CC1,20.6,-10.901421513626106
